	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.39473684210526316	0.7444444444444445	0.6530612244897959	0.6440677966101694	0.5974141703465011	0.648962465350894
recall	0.42857142857142855	0.7362637362637363	0.6274509803921569	0.6440677966101694	0.5974287150757739	0.6440677966101694
f1-score	0.4109589041095891	0.7403314917127072	0.64	0.6440677966101694	0.5970967986074321	0.6462922451395027
support	35.0	91.0	51.0	0.6440677966101694	177.0	177.0
