	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.3448275862068966	0.7244897959183674	0.62	0.632768361581921	0.5631057940417546	0.6193081183379255
recall	0.2857142857142857	0.7802197802197802	0.6078431372549019	0.632768361581921	0.5579257343963225	0.632768361581921
f1-score	0.3125	0.7513227513227514	0.6138613861386139	0.632768361581921	0.559228045820455	0.6249423788894898
support	35.0	91.0	51.0	0.632768361581921	177.0	177.0
