	precision	recall	f1-score	support
AGAINST	0.7894736842105263	0.8823529411764706	0.8333333333333333	51.0
FAVOR	0.8709677419354839	0.8925619834710744	0.8816326530612245	121.0
NONE	0.7407407407407407	0.5555555555555556	0.634920634920635	36.0
accuracy	0.8317307692307693	0.8317307692307693	0.8317307692307693	0.8317307692307693
macro avg	0.800394055628917	0.7768234934010335	0.7832955404383976	208.0
weighted avg	0.8284467371903704	0.8317307692307693	0.8270898744113029	208.0
