	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.5263157894736842	0.7	0.5833333333333334	0.6497175141242938	0.6032163742690059	0.6320398453761522
recall	0.2857142857142857	0.8461538461538461	0.5490196078431373	0.6497175141242938	0.5602959132370897	0.6497175141242938
f1-score	0.37037037037037035	0.7661691542288558	0.5656565656565657	0.6497175141242938	0.5673986967519307	0.6301290443292299
support	35.0	91.0	51.0	0.6497175141242938	177.0	177.0
