	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.4666666666666667	0.7931034482758621	0.6444444444444445	0.672316384180791	0.6347381864623244	0.6857198519384375
recall	0.6	0.7582417582417582	0.5686274509803921	0.672316384180791	0.6422897364073835	0.672316384180791
f1-score	0.5249999999999999	0.7752808988764045	0.6041666666666666	0.672316384180791	0.6348158551810236	0.676486224846061
support	35.0	91.0	51.0	0.672316384180791	177.0	177.0
