	precision	recall	f1-score	support
AGAINST	0.59375	0.7450980392156863	0.6608695652173913	51.0
FAVOR	0.8083333333333333	0.8016528925619835	0.8049792531120331	121.0
NONE	0.7083333333333334	0.4722222222222222	0.5666666666666667	36.0
accuracy	0.7307692307692307	0.7307692307692307	0.7307692307692307	0.7307692307692307
macro avg	0.7034722222222222	0.6729910513332973	0.6775051616653638	208.0
weighted avg	0.7384114583333333	0.7307692307692307	0.7283982569838604	208.0
