	precision	recall	f1-score	support
AGAINST	0.7313432835820896	0.9607843137254902	0.8305084745762712	51.0
FAVOR	0.8879310344827587	0.8512396694214877	0.869198312236287	121.0
NONE	0.76	0.5277777777777778	0.6229508196721312	36.0
accuracy	0.8221153846153846	0.8221153846153846	0.8221153846153846	0.8221153846153846
macro avg	0.7930914393549493	0.7799339203082519	0.7742192021615631	208.0
weighted avg	0.8273950126687518	0.8221153846153846	0.8170921033277754	208.0
