	precision	recall	f1-score	support
AGAINST	0.8208955223880597	0.7638888888888888	0.7913669064748201	72.0
FAVOR	0.6551724137931034	0.59375	0.6229508196721311	32.0
NONE	0.8151260504201681	0.8738738738738738	0.8434782608695652	111.0
accuracy	0.7953488372093023	0.7953488372093023	0.7953488372093023	0.7953488372093023
macro avg	0.7637313288671104	0.7438375875875876	0.7525986623388388	215.0
weighted avg	0.7932510997672477	0.7953488372093023	0.7932043276847301	215.0
