	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.4444444444444444	0.797752808988764	0.6744186046511628	0.6779661016949152	0.6388719526947905	0.6923525989307479
recall	0.5714285714285714	0.7802197802197802	0.5686274509803921	0.6779661016949152	0.6400919342095813	0.6779661016949152
f1-score	0.5	0.7888888888888889	0.6170212765957446	0.6779661016949152	0.6353033884948778	0.6822427909337393
support	35.0	91.0	51.0	0.6779661016949152	177.0	177.0
