	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.45454545454545453	0.6666666666666666	0.6304347826086957	0.6440677966101694	0.5838823012736056	0.6142820988067856
recall	0.14285714285714285	0.8791208791208791	0.5686274509803921	0.6440677966101694	0.5302018243194714	0.6440677966101694
f1-score	0.21739130434782608	0.7582938388625592	0.5979381443298969	0.6440677966101694	0.5245410958467608	0.6051315273982573
support	35.0	91.0	51.0	0.6440677966101694	177.0	177.0
