	precision	recall	f1-score	support
AGAINST	0.8461538461538461	0.7638888888888888	0.802919708029197	72.0
FAVOR	0.6341463414634146	0.8125	0.7123287671232876	32.0
NONE	0.8623853211009175	0.8468468468468469	0.8545454545454546	111.0
accuracy	0.813953488372093	0.813953488372093	0.813953488372093	0.813953488372093
macro avg	0.7808951695727261	0.8077452452452452	0.789931309899313	215.0
weighted avg	0.8229792115912002	0.813953488372093	0.8160896975841527	215.0
