	overall_f1	dev_accuracy	fm_f1	fm_precision	fm_recall	saho_f1	saho_precision	saho_recall	sc_f1	sc_precision	sc_recall
0	0.30141754850088176	0.645	0.41234788359788344	0.3955555555555555	0.46666666666666673	0.19138888888888891	0.23472222222222222	0.17777777777777776	0.300515873015873	0.2827777777777778	0.3484722222222222
1	0.4374579124579124	0.7199999999999999	0.5171753246753245	0.515	0.5626388888888888	0.37880952380952376	0.3902777777777777	0.39236111111111105	0.41638888888888886	0.4284722222222222	0.4283333333333333
2	0.4096075837742504	0.7150000000000001	0.5649735449735448	0.5791666666666667	0.5830555555555554	0.2768650793650794	0.3277777777777777	0.2611111111111111	0.386984126984127	0.4166666666666667	0.3826388888888889
3	0.4197685185185185	0.6850000000000003	0.541329365079365	0.5501388888888888	0.5715277777777777	0.3566269841269841	0.3666666666666666	0.3673611111111111	0.36134920634920636	0.3722222222222223	0.3804166666666667
4	0.4069576719576718	0.6800000000000002	0.5168650793650792	0.5345833333333334	0.5504166666666666	0.3582539682539682	0.3722222222222222	0.3645833333333333	0.34575396825396815	0.37916666666666665	0.3465277777777778
5	0.4434700176366842	0.7199999999999999	0.5480291005291005	0.5636111111111111	0.5768055555555556	0.3616666666666666	0.3805555555555556	0.36388888888888893	0.4207142857142856	0.44166666666666665	0.42222222222222217
6	0.43207772166105485	0.7266666666666668	0.5501551226551226	0.5701388888888889	0.5641666666666666	0.36130952380952375	0.37916666666666665	0.36319444444444443	0.38476851851851834	0.38833333333333336	0.4149999999999999
7	0.44367945326278646	0.7016666666666665	0.5477843915343913	0.5736111111111112	0.5693055555555555	0.3858333333333333	0.4041666666666667	0.3944444444444445	0.39742063492063473	0.4152777777777778	0.4104166666666666
8	0.4469091710758377	0.7066666666666668	0.572850529100529	0.5858333333333333	0.5893055555555555	0.39777777777777773	0.41527777777777775	0.40555555555555556	0.3700992063492064	0.40763888888888894	0.3777777777777777
9	0.46419973544973536	0.7266666666666667	0.6270436507936507	0.6227777777777778	0.6649999999999999	0.3926190476190475	0.4180555555555555	0.39861111111111114	0.3729365079365079	0.39305555555555566	0.3861111111111111
10	0.4320402437069103	0.7150000000000002	0.564030784030784	0.5729166666666666	0.6004166666666665	0.33130952380952383	0.3722222222222222	0.3284722222222222	0.4007804232804232	0.3948611111111111	0.4388888888888889
11	0.471545414462081	0.7300000000000001	0.5688624338624337	0.5662499999999999	0.6033333333333334	0.41198412698412695	0.4222222222222223	0.4213888888888889	0.43378968253968236	0.44111111111111106	0.4541666666666666
12	0.439995760412427	0.7199999999999999	0.5493259055759054	0.5712499999999999	0.5676984126984126	0.3549999999999999	0.3875	0.35833333333333334	0.41566137566137557	0.4284722222222222	0.43027777777777776
13	0.43527998236331555	0.73	0.5559325396825394	0.5655555555555555	0.5844444444444444	0.35027777777777763	0.37916666666666665	0.34583333333333327	0.3996296296296295	0.4215277777777778	0.4149999999999999
14	0.4836155202821867	0.7266666666666666	0.5917129629629627	0.5908333333333332	0.6490277777777778	0.4301984126984125	0.4409722222222222	0.4527777777777777	0.42893518518518514	0.43875000000000003	0.4425
