	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.5714285714285714	0.7764705882352941	0.5625	0.6666666666666666	0.6367997198879553	0.6742730142904619
recall	0.45714285714285713	0.7252747252747253	0.7058823529411765	0.6666666666666666	0.629433311786253	0.6666666666666666
f1-score	0.5079365079365079	0.75	0.6260869565217391	0.6666666666666666	0.6280078214860824	0.6664305794372117
support	35.0	91.0	51.0	0.6666666666666666	177.0	177.0
