	precision	recall	f1-score	support
AGAINST	0.7049180327868853	0.8431372549019608	0.7678571428571429	51.0
FAVOR	0.8114754098360656	0.8181818181818182	0.8148148148148149	121.0
NONE	0.68	0.4722222222222222	0.5573770491803278	36.0
accuracy	0.7644230769230769	0.7644230769230769	0.7644230769230769	0.7644230769230769
macro avg	0.7321311475409836	0.7111804317686671	0.7133496689507618	208.0
weighted avg	0.762593001261034	0.7644230769230769	0.7587446185038398	208.0
