	precision	recall	f1-score	support
AGAINST	0.8181818181818182	0.8823529411764706	0.8490566037735848	51.0
FAVOR	0.8760330578512396	0.8760330578512396	0.8760330578512396	121.0
NONE	0.65625	0.5833333333333334	0.6176470588235293	36.0
accuracy	0.8269230769230769	0.8269230769230769	0.8269230769230769	0.8269230769230769
macro avg	0.7834882920110192	0.7805731107870145	0.7809122401494513	208.0
weighted avg	0.8238090034965034	0.8269230769230769	0.8246979851447109	208.0
