	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.3783783783783784	0.7790697674418605	0.6666666666666666	0.6610169491525424	0.6080382708289686	0.6674496727709184
recall	0.4	0.7362637362637363	0.7058823529411765	0.6610169491525424	0.6140486964016376	0.6610169491525424
f1-score	0.3888888888888889	0.7570621468926554	0.6857142857142857	0.6610169491525424	0.6105551071652767	0.6637016669478606
support	35.0	91.0	51.0	0.6610169491525424	177.0	177.0
