	precision	recall	f1-score	support
AGAINST	0.8026315789473685	0.8472222222222222	0.8243243243243243	72.0
FAVOR	0.7307692307692307	0.59375	0.6551724137931033	32.0
NONE	0.8672566371681416	0.8828828828828829	0.8750000000000001	111.0
accuracy	0.827906976744186	0.827906976744186	0.827906976744186	0.827906976744186
macro avg	0.8002191489615802	0.7746183683683684	0.7848322460391426	215.0
weighted avg	0.8253003525325099	0.827906976744186	0.8253110167103751	215.0
