	precision	recall	f1-score	support
AGAINST	0.6153846153846154	0.7843137254901961	0.6896551724137931	51.0
FAVOR	0.8017241379310345	0.768595041322314	0.7848101265822784	121.0
NONE	0.5185185185185185	0.3888888888888889	0.4444444444444444	36.0
accuracy	0.7067307692307693	0.7067307692307693	0.7067307692307693	0.7067307692307693
macro avg	0.6452090906113894	0.6472658852337997	0.6396365811468386	208.0
weighted avg	0.7070187631775828	0.7067307692307693	0.7025694187959574	208.0
