	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.0	0.6666666666666666	0.5076923076923077	0.6045197740112994	0.3914529914529914	0.48903375344053307
recall	0.0	0.8131868131868132	0.6470588235294118	0.6045197740112994	0.48674854557207503	0.6045197740112994
f1-score	0.0	0.7326732673267325	0.5689655172413793	0.6045197740112994	0.4338795948560373	0.5406243429719944
support	35.0	91.0	51.0	0.6045197740112994	177.0	177.0
