	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.7058823529411765	0.6774193548387096	0.7222222222222222	0.6892655367231638	0.7018413100007028	0.69595693207117
recall	0.34285714285714286	0.9230769230769231	0.5098039215686274	0.6892655367231638	0.5919126625008978	0.6892655367231638
f1-score	0.46153846153846156	0.7813953488372093	0.5977011494252873	0.6892655367231638	0.6135449866003194	0.6652179746820442
support	35.0	91.0	51.0	0.6892655367231638	177.0	177.0
