	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.4838709677419355	0.7395833333333334	0.64	0.6666666666666666	0.6211514336917564	0.660325238442379
recall	0.42857142857142855	0.7802197802197802	0.6274509803921569	0.6666666666666666	0.6120807297277885	0.6666666666666666
f1-score	0.4545454545454545	0.7593582887700535	0.6336633663366336	0.6666666666666666	0.6158557032173805	0.6628673834482152
support	35.0	91.0	51.0	0.6666666666666666	177.0	177.0
