	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.42857142857142855	0.7419354838709677	0.6666666666666666	0.6497175141242938	0.6123911930363543	0.6582832148715145
recall	0.5142857142857142	0.7582417582417582	0.5490196078431373	0.6497175141242938	0.6071823601235365	0.6497175141242938
f1-score	0.4675324675324675	0.75	0.6021505376344086	0.6497175141242938	0.6065610017222921	0.6515441456666169
support	35.0	91.0	51.0	0.6497175141242938	177.0	177.0
