	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.41304347826086957	0.7619047619047619	0.6808510638297872	0.6497175141242938	0.6185997679984729	0.6695664368801295
recall	0.5428571428571428	0.7032967032967034	0.6274509803921569	0.6497175141242938	0.624534942182001	0.6497175141242938
f1-score	0.46913580246913583	0.7314285714285714	0.6530612244897959	0.6497175141242938	0.617875199462501	0.6569823476576233
support	35.0	91.0	51.0	0.6497175141242938	177.0	177.0
