	precision	recall	f1-score	support
AGAINST	0.7291666666666666	0.6862745098039216	0.7070707070707071	51.0
FAVOR	0.7857142857142857	0.8181818181818182	0.8016194331983806	121.0
NONE	0.5882352941176471	0.5555555555555556	0.5714285714285715	36.0
accuracy	0.7403846153846154	0.7403846153846154	0.7403846153846154	0.7403846153846154
macro avg	0.7010387488328664	0.6866706278470985	0.6933729038992197	208.0
weighted avg	0.7376701882676147	0.7403846153846154	0.7385960867742245	208.0
