	precision	recall	f1-score	support
AGAINST	0.42857142857142855	0.7058823529411765	0.5333333333333333	51.0
FAVOR	0.8412698412698413	0.4380165289256198	0.5760869565217391	121.0
NONE	0.45901639344262296	0.7777777777777778	0.5773195876288659	36.0
accuracy	0.5625	0.5625	0.5625	0.5625
macro avg	0.5762858877612976	0.6405588865481914	0.5622466258279795	208.0
weighted avg	0.6739201144938851	0.5625	0.565817436989277	208.0
