	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.4	0.7340425531914894	0.6842105263157895	0.6384180790960452	0.6060843598357596	0.6536305603532813
recall	0.5142857142857142	0.7582417582417582	0.5098039215686274	0.6384180790960452	0.5941104646987	0.6384180790960452
f1-score	0.45	0.745945945945946	0.5842696629213484	0.6384180790960452	0.5934052029557648	0.640840869435423
support	35.0	91.0	51.0	0.6384180790960452	177.0	177.0
