	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.14285714285714285	0.6307692307692307	0.65	0.615819209039548	0.47454212454212447	0.5398305084745763
recall	0.02857142857142857	0.9010989010989011	0.5098039215686274	0.615819209039548	0.4798247504129857	0.615819209039548
f1-score	0.04761904761904761	0.7420814479638009	0.5714285714285715	0.615819209039548	0.45370968900380665	0.5555872066340661
support	35.0	91.0	51.0	0.615819209039548	177.0	177.0
