	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.35135135135135137	0.7555555555555555	0.64	0.6384180790960452	0.5823023023023023	0.642332501993519
recall	0.37142857142857144	0.7472527472527473	0.6274509803921569	0.6384180790960452	0.5820440996911586	0.6384180790960452
f1-score	0.36111111111111116	0.7513812154696132	0.6336633663366336	0.6384180790960452	0.5820518976391192	0.6402904586428927
support	35.0	91.0	51.0	0.6384180790960452	177.0	177.0
