	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.4864864864864865	0.7525773195876289	0.6511627906976745	0.672316384180791	0.6300755322572632	0.6707393527405799
recall	0.5142857142857142	0.8021978021978022	0.5490196078431373	0.672316384180791	0.6218343747755513	0.672316384180791
f1-score	0.5	0.7765957446808511	0.5957446808510639	0.672316384180791	0.624113475177305	0.6697920423127781
support	35.0	91.0	51.0	0.672316384180791	177.0	177.0
