	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.36507936507936506	0.821917808219178	0.6097560975609756	0.6101694915254238	0.5989177569531728	0.6704511824934052
recall	0.6571428571428571	0.6593406593406593	0.49019607843137253	0.6101694915254238	0.6022265316382963	0.6101694915254238
f1-score	0.46938775510204084	0.7317073170731707	0.5434782608695652	0.6101694915254238	0.5815244443482589	0.6256007264778406
support	35.0	91.0	51.0	0.6101694915254238	177.0	177.0
