	precision	recall	f1-score	support
AGAINST	0.8055555555555556	0.8055555555555556	0.8055555555555556	72.0
FAVOR	0.5833333333333334	0.65625	0.6176470588235293	32.0
NONE	0.8598130841121495	0.8288288288288288	0.8440366972477064	111.0
accuracy	0.7953488372093023	0.7953488372093023	0.7953488372093023	0.7953488372093023
macro avg	0.7495673243336795	0.7635447947947949	0.7557464372089303	215.0
weighted avg	0.8004926465261175	0.7953488372093023	0.7974547873341783	215.0
