	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.47368421052631576	0.7346938775510204	0.6829268292682927	0.6666666666666666	0.6304349724485431	0.6681658673347279
recall	0.5142857142857142	0.7912087912087912	0.5490196078431373	0.6666666666666666	0.6181713711125475	0.6666666666666666
f1-score	0.4931506849315068	0.7619047619047619	0.6086956521739131	0.6666666666666666	0.6212503663367273	0.66461630263732
support	35.0	91.0	51.0	0.6666666666666666	177.0	177.0
