	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.4489795918367347	0.8133333333333334	0.6037735849056604	0.6497175141242938	0.6220288366919094	0.680904360891569
recall	0.6285714285714286	0.6703296703296703	0.6274509803921569	0.6497175141242938	0.6421173597644185	0.6497175141242938
f1-score	0.5238095238095237	0.7349397590361445	0.6153846153846154	0.6497175141242938	0.6247112994100945	0.6587427502273325
support	35.0	91.0	51.0	0.6497175141242938	177.0	177.0
