	precision	recall	f1-score	support
AGAINST	0.8307692307692308	0.75	0.7883211678832116	72.0
FAVOR	0.5882352941176471	0.625	0.6060606060606061	32.0
NONE	0.8189655172413793	0.8558558558558559	0.8370044052863437	111.0
accuracy	0.786046511627907	0.786046511627907	0.786046511627907	0.786046511627907
macro avg	0.7459900140427523	0.7436186186186187	0.7437953930767204	215.0
weighted avg	0.7885771462369415	0.786046511627907	0.7863281510154175	215.0
