	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.5172413793103449	0.797752808988764	0.6101694915254238	0.6892655367231638	0.6417212266081775	0.6882350167324078
recall	0.42857142857142855	0.7802197802197802	0.7058823529411765	0.6892655367231638	0.6382245205774617	0.6892655367231638
f1-score	0.46875000000000006	0.7888888888888889	0.6545454545454547	0.6892655367231638	0.6373947811447812	0.6868754636763112
support	35.0	91.0	51.0	0.6892655367231638	177.0	177.0
