	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.5	0.6754385964912281	0.559322033898305	0.632768361581921	0.5782535434631777	0.6072900339520639
recall	0.05714285714285714	0.8461538461538461	0.6470588235294118	0.632768361581921	0.5167851756087051	0.632768361581921
f1-score	0.10256410256410256	0.751219512195122	0.6	0.632768361581921	0.4845945382530748	0.5793825943474559
support	35.0	91.0	51.0	0.632768361581921	177.0	177.0
