	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.5128205128205128	0.7821782178217822	0.7027027027027027	0.7062146892655368	0.665900477781666	0.7060156701036043
recall	0.5714285714285714	0.8681318681318682	0.5098039215686274	0.7062146892655368	0.6497881203763557	0.7062146892655368
f1-score	0.5405405405405405	0.8229166666666666	0.5909090909090909	0.7062146892655368	0.6514554327054327	0.7002299391070578
support	35.0	91.0	51.0	0.7062146892655368	177.0	177.0
