	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.46875	0.7951807228915663	0.6129032258064516	0.672316384180791	0.6256113162326726	0.6781116401088223
recall	0.42857142857142855	0.7252747252747253	0.7450980392156863	0.672316384180791	0.63298139768728	0.672316384180791
f1-score	0.4477611940298507	0.7586206896551725	0.672566371681416	0.672316384180791	0.6263160851221464	0.6723559859063147
support	35.0	91.0	51.0	0.672316384180791	177.0	177.0
