	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.47058823529411764	0.7976190476190477	0.6271186440677966	0.6779661016949152	0.631775308993654	0.6838247029157349
recall	0.45714285714285713	0.7362637362637363	0.7254901960784313	0.6779661016949152	0.6396322631616749	0.6779661016949152
f1-score	0.46376811594202894	0.7657142857142858	0.6727272727272727	0.6779661016949152	0.6340698914611959	0.6792145478365081
support	35.0	91.0	51.0	0.6779661016949152	177.0	177.0
