	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.3333333333333333	0.6554621848739496	0.6046511627906976	0.615819209039548	0.5311488936659935	0.5771239253814783
recall	0.14285714285714285	0.8571428571428571	0.5098039215686274	0.615819209039548	0.5032679738562091	0.615819209039548
f1-score	0.2	0.7428571428571429	0.553191489361702	0.615819209039548	0.49868287740628164	0.5808630845053492
support	35.0	91.0	51.0	0.615819209039548	177.0	177.0
