	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.4230769230769231	0.6972477064220184	0.6190476190476191	0.6384180790960452	0.5797907495155202	0.6205009161781049
recall	0.3142857142857143	0.8351648351648352	0.5098039215686274	0.6384180790960452	0.5530848236730589	0.6384180790960452
f1-score	0.360655737704918	0.7600000000000001	0.5591397849462365	0.6384180790960452	0.5599318408837183	0.623158643231244
support	35.0	91.0	51.0	0.6384180790960452	177.0	177.0
