	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.45	0.6851851851851852	0.5714285714285714	0.6271186440677966	0.5688712522045856	0.6059023107045706
recall	0.2571428571428571	0.8131868131868132	0.5490196078431373	0.6271186440677966	0.5397830927242692	0.6271186440677966
f1-score	0.32727272727272727	0.743718592964824	0.5599999999999999	0.6271186440677966	0.5436637734125171	0.6084346746573133
support	35.0	91.0	51.0	0.6271186440677966	177.0	177.0
