	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.5428571428571428	0.7708333333333334	0.6956521739130435	0.7062146892655368	0.6697808833678399	0.7040909276999918
recall	0.5428571428571428	0.8131868131868132	0.6274509803921569	0.7062146892655368	0.6611649788120376	0.7062146892655368
f1-score	0.5428571428571428	0.7914438502673797	0.6597938144329897	0.7062146892655368	0.6646982691858373	0.7043552254825651
support	35.0	91.0	51.0	0.7062146892655368	177.0	177.0
