	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.5277777777777778	0.8311688311688312	0.546875	0.6666666666666666	0.6352738696488697	0.6892610782970953
recall	0.5428571428571428	0.7032967032967034	0.6862745098039216	0.6666666666666666	0.644142785319256	0.6666666666666666
f1-score	0.5352112676056338	0.761904761904762	0.6086956521739131	0.6666666666666666	0.6352705605614363	0.6729333670079101
support	35.0	91.0	51.0	0.6666666666666666	177.0	177.0
