	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.4583333333333333	0.7087378640776699	0.68	0.6666666666666666	0.6156903991370011	0.6509424423600827
recall	0.3142857142857143	0.8021978021978022	0.6666666666666666	0.6666666666666666	0.5943833943833944	0.6666666666666666
f1-score	0.3728813559322034	0.752577319587629	0.6732673267326733	0.6666666666666666	0.5995753340841685	0.6546441649913429
support	35.0	91.0	51.0	0.6666666666666666	177.0	177.0
