	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.5454545454545454	0.75	0.6274509803921569	0.6892655367231638	0.6409685086155674	0.6742424242424243
recall	0.34285714285714286	0.8571428571428571	0.6274509803921569	0.6892655367231638	0.6091503267973856	0.6892655367231638
f1-score	0.42105263157894735	0.7999999999999999	0.6274509803921569	0.6892655367231638	0.6161678706570347	0.6753493904252156
support	35.0	91.0	51.0	0.6892655367231638	177.0	177.0
