	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.37209302325581395	0.7358490566037735	0.7857142857142857	0.655367231638418	0.6312187885246243	0.6782878448379969
recall	0.45714285714285713	0.8571428571428571	0.43137254901960786	0.655367231638418	0.5818860877684408	0.655367231638418
f1-score	0.41025641025641024	0.7918781725888324	0.5569620253164557	0.655367231638418	0.5863655360538994	0.6487285387327534
support	35.0	91.0	51.0	0.655367231638418	177.0	177.0
