	precision	recall	f1-score	support
AGAINST	0.8076923076923077	0.2916666666666667	0.4285714285714286	72.0
FAVOR	0.33962264150943394	0.5625	0.4235294117647059	32.0
NONE	0.75	0.918918918918919	0.8259109311740892	111.0
accuracy	0.6558139534883721	0.6558139534883721	0.6558139534883721	0.6558139534883721
macro avg	0.6324383164005806	0.5910285285285286	0.5593372571700747	215.0
weighted avg	0.7082407938704559	0.6558139534883721	0.6329590576462202	215.0
