	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.5348837209302325	0.8255813953488372	0.6458333333333334	0.7062146892655368	0.668766149870801	0.7163069898830641
recall	0.6571428571428571	0.7802197802197802	0.6078431372549019	0.7062146892655368	0.6817352582058464	0.7062146892655368
f1-score	0.5897435897435898	0.8022598870056498	0.6262626262626263	0.7062146892655368	0.6727553676706219	0.7095258152425633
support	35.0	91.0	51.0	0.7062146892655368	177.0	177.0
