	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.0	0.6056338028169014	0.6176470588235294	0.6045197740112994	0.40776028721347696	0.48933715286066676
recall	0.0	0.945054945054945	0.4117647058823529	0.6045197740112994	0.45227321697909934	0.6045197740112994
f1-score	0.0	0.7381974248927039	0.4941176470588236	0.6045197740112994	0.41077169065050917	0.5218981111030285
support	35.0	91.0	51.0	0.6045197740112994	177.0	177.0
