	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.5416666666666666	0.7373737373737373	0.5370370370370371	0.6497175141242938	0.6053591470258137	0.6409504651030076
recall	0.37142857142857144	0.8021978021978022	0.5686274509803921	0.6497175141242938	0.580751274868922	0.6497175141242938
f1-score	0.44067796610169496	0.768421052631579	0.5523809523809524	0.6497175141242938	0.5871599903714088	0.6413642552229468
support	35.0	91.0	51.0	0.6497175141242938	177.0	177.0
