	precision	recall	f1-score	support
AGAINST	0.6666666666666666	0.7450980392156863	0.7037037037037038	51.0
FAVOR	0.8205128205128205	0.7933884297520661	0.8067226890756303	121.0
NONE	0.6176470588235294	0.5833333333333334	0.6	36.0
accuracy	0.7451923076923077	0.7451923076923077	0.7451923076923077	0.7451923076923077
macro avg	0.7016088486676723	0.7072732674336953	0.7034754642597781	208.0
weighted avg	0.7476795451908574	0.7451923076923077	0.74568429936077	208.0
