	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.47058823529411764	0.7816091954022989	0.6410256410256411	0.6610169491525424	0.6310743572406858	0.6796007497695538
recall	0.6857142857142857	0.7472527472527473	0.49019607843137253	0.6610169491525424	0.6410543704661352	0.6610169491525424
f1-score	0.558139534883721	0.7640449438202248	0.5555555555555556	0.6610169491525424	0.6259133447531672	0.6632559714231867
support	35.0	91.0	51.0	0.6610169491525424	177.0	177.0
