	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.4444444444444444	0.8055555555555556	0.5666666666666667	0.632768361581921	0.6055555555555555	0.6653170119271815
recall	0.5714285714285714	0.6373626373626373	0.6666666666666666	0.632768361581921	0.6251526251526252	0.632768361581921
f1-score	0.5	0.7116564417177913	0.6126126126126126	0.632768361581921	0.6080896847768013	0.6412654205624986
support	35.0	91.0	51.0	0.632768361581921	177.0	177.0
