	AGAINST	FAVOR	NONE	accuracy	macro avg	weighted avg
precision	0.5294117647058824	0.7403846153846154	0.6666666666666666	0.6836158192090396	0.6454876822523881	0.6774260551678298
recall	0.5142857142857142	0.8461538461538461	0.5098039215686274	0.6836158192090396	0.6234144940027293	0.6836158192090396
f1-score	0.5217391304347826	0.7897435897435897	0.5777777777777778	0.6836158192090396	0.6297534993187167	0.6756734627036763
support	35.0	91.0	51.0	0.6836158192090396	177.0	177.0
